Date;Price;Open;High;Low;Vol.;Change %
Nov 13, 2019;2933.89;2942.40;2942.40;2924.23;-;-0.59%
Nov 12, 2019;2951.16;2963.70;2983.48;2944.00;-;-0.35%
Nov 11, 2019;2961.46;2965.84;2972.39;2953.23;-;-0.39%
Nov 08, 2019;2973.19;2997.85;2997.85;2958.55;-;-1.17%
Nov 07, 2019;3008.54;2977.67;3009.11;2966.20;-;0.93%
Nov 06, 2019;2980.84;2949.70;2980.84;2935.15;-;1.06%
Nov 05, 2019;2949.55;2950.78;2965.48;2936.48;-;0.65%
Nov 01, 2019;2930.40;2895.47;2930.40;2886.59;-;1.26%
Oct 31, 2019;2893.98;2917.22;2936.26;2884.30;-;-0.59%
Oct 30, 2019;2911.15;2882.07;2913.48;2874.17;-;0.85%
Oct 29, 2019;2886.48;2858.42;2886.48;2845.28;-;1.04%
Oct 28, 2019;2856.91;2879.37;2899.65;2850.32;-;-0.57%
Oct 25, 2019;2873.41;2876.10;2879.42;2848.40;-;-0.13%
Oct 24, 2019;2877.05;2822.37;2877.05;2822.10;-;1.97%
Oct 23, 2019;2821.58;2797.44;2821.89;2789.75;-;0.69%
Oct 22, 2019;2802.23;2766.21;2802.23;2762.49;-;1.49%
Oct 21, 2019;2761.15;2759.79;2767.76;2751.95;-;0.30%
Oct 18, 2019;2752.91;2747.80;2758.73;2742.24;-;0.16%
Oct 17, 2019;2748.64;2744.43;2754.70;2738.92;-;0.16%
Oct 16, 2019;2744.35;2714.81;2745.00;2714.81;-;1.07%
Oct 15, 2019;2715.26;2696.60;2715.26;2691.29;-;0.66%
Oct 14, 2019;2697.46;2710.56;2716.15;2692.59;-;-0.39%
Oct 11, 2019;2708.07;2723.36;2733.78;2703.85;-;-0.49%
Oct 10, 2019;2721.51;2709.39;2725.49;2695.82;-;0.31%
Oct 09, 2019;2713.02;2704.71;2724.83;2702.56;-;0.19%
Oct 08, 2019;2707.89;2720.17;2724.62;2700.46;-;-0.42%
Oct 07, 2019;2719.22;2695.54;2721.16;2686.15;-;0.99%
Oct 04, 2019;2692.55;2707.90;2717.70;2687.00;-;-0.55%
Oct 03, 2019;2707.47;2719.65;2722.74;2696.58;-;-0.44%
Oct 02, 2019;2719.39;2756.86;2758.50;2716.73;-;-1.43%
Oct 01, 2019;2758.83;2749.83;2781.33;2748.51;-;0.42%
Sep 30, 2019;2747.18;2759.94;2764.31;2744.47;-;-0.39%
Sep 27, 2019;2757.98;2772.58;2777.19;2757.98;-;-0.53%
Sep 26, 2019;2772.70;2755.60;2779.78;2754.84;-;0.45%
Sep 25, 2019;2760.29;2749.13;2760.29;2739.11;-;0.21%
Sep 24, 2019;2754.53;2785.57;2789.61;2749.86;-;-1.11%
Sep 23, 2019;2785.46;2793.03;2793.03;2769.60;-;-0.39%
Sep 20, 2019;2796.41;2794.82;2796.41;2777.83;-;0.06%
Sep 19, 2019;2794.77;2815.49;2816.57;2794.17;-;-0.85%
Sep 18, 2019;2818.60;2818.93;2824.25;2809.67;-;-0.08%
Sep 17, 2019;2820.86;2832.42;2847.01;2807.33;-;-0.47%
Sep 16, 2019;2834.32;2810.78;2834.32;2803.89;-;1.53%
Sep 13, 2019;2791.74;2795.85;2801.28;2777.23;-;-0.29%
Sep 12, 2019;2799.99;2816.06;2816.06;2789.14;-;-0.61%
Sep 11, 2019;2817.05;2788.19;2819.75;2782.95;-;1.06%
Sep 10, 2019;2787.52;2784.80;2791.02;2767.29;-;0.03%
Sep 09, 2019;2786.63;2802.49;2810.91;2777.63;-;-0.39%
Sep 06, 2019;2797.55;2805.95;2805.95;2780.76;-;-0.34%
Sep 05, 2019;2807.06;2800.97;2815.84;2796.19;-;0.49%
Sep 04, 2019;2793.36;2787.37;2799.84;2784.96;-;0.69%
Sep 03, 2019;2774.20;2770.86;2781.06;2757.85;-;0.04%
Sep 02, 2019;2773.01;2742.30;2774.77;2735.11;-;1.20%
Aug 30, 2019;2740.04;2716.69;2740.04;2715.30;-;0.95%
Aug 29, 2019;2714.25;2679.80;2714.37;2679.11;-;1.38%
Aug 28, 2019;2677.31;2658.17;2677.99;2649.54;-;0.68%
Aug 27, 2019;2659.35;2660.76;2663.14;2636.99;-;0.04%
Aug 26, 2019;2658.24;2651.09;2672.19;2640.05;-;-0.09%
Aug 23, 2019;2660.74;2679.23;2682.95;2656.97;-;-0.54%
Aug 22, 2019;2675.13;2673.77;2680.65;2662.31;-;0.04%
Aug 21, 2019;2673.95;2677.55;2679.46;2665.10;-;0.04%
Aug 20, 2019;2672.84;2651.10;2675.26;2647.40;-;0.93%
Aug 19, 2019;2648.09;2627.47;2653.31;2619.39;-;1.26%
Aug 16, 2019;2615.20;2636.29;2640.92;2615.20;-;-0.40%
Aug 15, 2019;2625.58;2643.53;2651.23;2620.20;-;-0.43%
Aug 14, 2019;2637.04;2684.63;2687.93;2630.82;-;-1.61%
